rank,path,pid,viewheading,probe_score,shophouse_score
141,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\70598_103.84526674055036_1.2822508626113491_202406_baseheading209.85_viewheading299.85_2.jpg,70598,299.85,0.98,0.9988000392913818
142,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162836_103.84526674055036_1.2822508626113491_202406_baseheading209.85_viewheading299.85_2.jpg,162836,299.85,0.98,0.9988000392913818
143,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162733_103.84526674055036_1.2822508626113491_202406_baseheading209.85_viewheading299.85_2.jpg,162733,299.85,0.98,0.9988000392913818
144,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139230_103.84157733181874_1.2789414523382654_202402_baseheading162.86_viewheading162.86_1.jpg,139230,162.86,0.9875,0.9987723231315613
145,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\79169_103.85494807488699_1.3088714554083343_202403_baseheading302.10_viewheading302.10_1.jpg,79169,302.1,0.9787,0.9987616539001465
146,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\49500_103.85504712005334_1.3091239263291856_202403_baseheading302.10_viewheading302.10_1.jpg,49500,302.1,0.9787,0.9987616539001465
147,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162738_103.84563876017077_1.2828806659859717_202406_baseheading211.50_viewheading301.50_2.jpg,162738,301.5,0.9822,0.9987346529960632
148,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\19334_103.84563876017077_1.2828806659859717_202406_baseheading211.50_viewheading301.50_2.jpg,19334,301.5,0.9822,0.9987346529960632
149,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\45273_103.84563876017077_1.2828806659859717_202406_baseheading211.50_viewheading301.50_2.jpg,45273,301.5,0.9822,0.9987346529960632
150,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162737_103.84563318239104_1.2828714590638994_202406_baseheading211.50_viewheading301.50_2.jpg,162737,301.5,0.9822,0.9987346529960632
151,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165681_103.84421614620452_1.2830402051033472_202110_baseheading28.87_viewheading298.87_4.jpg,165681,298.87,0.9825,0.9987284541130066
152,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165638_103.84496113101208_1.2779002403826105_202403_baseheading189.41_viewheading99.41_4.jpg,165638,99.41,0.9775,0.99870765209198
153,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\41947_103.8599389230173_1.3041086568110594_202406_baseheading328.40_viewheading148.40_3.jpg,41947,148.4,0.9818,0.9987063407897949
154,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\160899_103.84672836283154_1.2801392881584095_202406_baseheading17.82_viewheading287.82_4.jpg,160899,287.82,0.9839,0.9987014532089233
155,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\114675_103.84575375688391_1.2810286073810202_202406_baseheading326.66_viewheading326.66_1.jpg,114675,326.66,0.9872,0.9986543655395508
156,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\60711_103.84359202887715_1.2831926445077462_202402_baseheading121.96_viewheading301.96_3.jpg,60711,301.96,0.9913,0.9986494183540344
157,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162838_103.84495158574518_1.2824256111107246_202406_baseheading119.86_viewheading119.86_1.jpg,162838,119.86,0.987,0.9986271858215332
158,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\160787_103.84720191993532_1.279753975434082_202403_baseheading147.02_viewheading327.02_3.jpg,160787,327.02,0.9816,0.9986191987991333
159,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\55252_103.84813045866034_1.2813935303195327_202406_baseheading121.96_viewheading301.96_3.jpg,55252,301.96,0.9873,0.9986024498939514
160,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\3143_103.84275113936278_1.2798056259592947_202402_baseheading243.12_viewheading333.12_2.jpg,3143,333.12,0.9775,0.9985904097557068
161,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\143145_103.84275113936278_1.2798056259592947_202402_baseheading243.12_viewheading333.12_2.jpg,143145,333.12,0.9775,0.9985904097557068
162,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\94718_103.84275113936278_1.2798056259592947_202402_baseheading243.12_viewheading333.12_2.jpg,94718,333.12,0.9775,0.9985904097557068
163,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\96856_103.8596188049993_1.3006531930896534_200910_baseheading139.08_viewheading49.08_4.jpg,96856,49.08,0.9766,0.9985716342926025
164,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\30833_103.84918199267628_1.2863556339770472_202403_baseheading146.42_viewheading146.42_1.jpg,30833,146.42,0.9849,0.9985411167144775
165,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\59053_103.85842116766109_1.3011327469411467_202301_baseheading317.45_viewheading137.45_3.jpg,59053,137.45,0.9825,0.9985045194625854
166,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\150479_103.85541956774132_1.3088818747046589_202403_baseheading311.23_viewheading131.23_3.jpg,150479,131.23,0.9756,0.9985021352767944
167,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\160896_103.8469150734069_1.2806461751787008_202406_baseheading28.37_viewheading298.37_4.jpg,160896,298.37,0.9817,0.9984986782073975
168,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\16896_103.86133614067178_1.3021947547690025_202406_baseheading60.53_viewheading150.53_2.jpg,16896,150.53,0.9752,0.9984768033027649
169,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139618_103.84307467860769_1.2779948181936385_202402_baseheading207.07_viewheading297.07_2.jpg,139618,297.07,0.984,0.99846351146698
170,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139622_103.84335864805708_1.2786532533331605_202402_baseheading176.57_viewheading356.57_3.jpg,139622,356.57,0.9799,0.9984515905380249
171,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165965_103.902593709588_1.3096433727978685_202406_baseheading323.93_viewheading323.93_1.jpg,165965,323.93,0.9813,0.998424768447876
172,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\60710_103.8434362711216_1.2832832227552011_202402_baseheading120.18_viewheading300.18_3.jpg,60710,300.18,0.9878,0.9984153509140015
173,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\85621_103.85755644347174_1.3078321992541093_202406_baseheading310.96_viewheading130.96_3.jpg,85621,130.96,0.9745,0.9983828067779541
174,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\13980_103.8525438262546_1.3046083582157326_202406_baseheading281.68_viewheading101.68_3.jpg,13980,101.68,0.9866,0.9983780384063721
175,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\4666_103.85248160253514_1.3046689922161685_202406_baseheading281.68_viewheading101.68_3.jpg,4666,101.68,0.9866,0.9983780384063721
176,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\4667_103.8525438262546_1.3046083582157326_202406_baseheading281.68_viewheading101.68_3.jpg,4667,101.68,0.9866,0.9983780384063721
177,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\158938_103.85420162212858_1.3052210682326484_202403_baseheading129.64_viewheading309.64_3.jpg,158938,309.64,0.9797,0.9983525276184082
178,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139621_103.84331094414472_1.278480844670962_202402_baseheading201.88_viewheading111.88_4.jpg,139621,111.88,0.9792,0.9983456134796143
179,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\141493_103.90463229067669_1.3057554448960118_202407_baseheading55.56_viewheading325.56_4.jpg,141493,325.56,0.9767,0.9983202815055847
180,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\5727_103.8419609218629_1.2938468046235498_202406_baseheading32.12_viewheading302.12_4.jpg,5727,302.12,0.9871,0.9983024597167969
181,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\160899_103.84672836283154_1.2801392881584095_202406_baseheading17.82_viewheading107.82_2.jpg,160899,107.82,0.9796,0.9982175230979919
182,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\4041_103.84773749347197_1.2820293503282485_202406_baseheading29.64_viewheading299.64_4.jpg,4041,299.64,0.9785,0.9981811046600342
183,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\158693_103.85259912602375_1.3046762032313868_202406_baseheading228.93_viewheading138.93_4.jpg,158693,138.93,0.9888,0.9981247782707214
184,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\71132_103.84594698982377_1.280724513830179_202406_baseheading329.44_viewheading149.44_3.jpg,71132,149.44,0.9761,0.9981076717376709
185,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162691_103.84594698982377_1.280724513830179_202406_baseheading329.44_viewheading149.44_3.jpg,162691,149.44,0.9761,0.9981076717376709
186,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\71131_103.84593811378222_1.2807140270007773_202406_baseheading329.44_viewheading149.44_3.jpg,71131,149.44,0.9761,0.9981076717376709
187,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\114673_103.84594698982377_1.280724513830179_202406_baseheading329.44_viewheading149.44_3.jpg,114673,149.44,0.9761,0.9981076717376709
188,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\114674_103.84585230179985_1.2808777646639486_202406_baseheading329.44_viewheading149.44_3.jpg,114674,149.44,0.9761,0.9981076717376709
189,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\49503_103.85472071846696_1.3093368610599427_202403_baseheading301.99_viewheading301.99_1.jpg,49503,301.99,0.9776,0.9980725049972534
190,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\83258_103.85470602548634_1.3093463741980322_202403_baseheading301.99_viewheading301.99_1.jpg,83258,301.99,0.9776,0.9980725049972534
191,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\31408_103.85472071846696_1.3093368610599427_202403_baseheading301.99_viewheading301.99_1.jpg,31408,301.99,0.9776,0.9980725049972534
192,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\31407_103.85471658357015_1.3093395382461035_202403_baseheading301.99_viewheading301.99_1.jpg,31407,301.99,0.9776,0.9980725049972534
193,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\163301_103.84727825481039_1.2841824747520465_202110_baseheading299.88_viewheading119.88_3.jpg,163301,119.88,0.9812,0.9980594515800476
194,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\60708_103.84312505032457_1.2834648822832675_202402_baseheading125.50_viewheading125.50_1.jpg,60708,125.5,0.9795,0.9980399012565613
195,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\125317_103.84246561326813_1.28218248991973_202402_baseheading209.08_viewheading119.08_4.jpg,125317,119.08,0.975,0.9980295300483704
196,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\82737_103.89931354913881_1.3131726453722028_202406_baseheading140.83_viewheading320.83_3.jpg,82737,320.83,0.9801,0.9980212450027466
197,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\109697_103.89958668173412_1.313351460624649_202406_baseheading140.83_viewheading320.83_3.jpg,109697,320.83,0.9801,0.9980212450027466
198,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\77320_103.84527983315421_1.2807643626763812_202406_baseheading159.07_viewheading339.07_3.jpg,77320,339.07,0.9768,0.9980025887489319
199,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\35152_103.8570585664216_1.310046570070724_202406_baseheading313.74_viewheading313.74_1.jpg,35152,313.74,0.977,0.9979873895645142
200,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162734_103.8453578560788_1.2824063066775302_202406_baseheading209.20_viewheading299.20_2.jpg,162734,299.2,0.9777,0.9979798197746277
201,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\137506_103.90192856789452_1.3100586054675492_202406_baseheading142.02_viewheading322.02_3.jpg,137506,322.02,0.9744,0.9979791045188904
202,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162719_103.84548099978515_1.2814820980646844_202406_baseheading354.46_viewheading264.46_4.jpg,162719,264.46,0.9833,0.9979348182678223
203,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\24052_103.90213599672994_1.3097639837763395_202406_baseheading143.73_viewheading143.73_1.jpg,24052,143.73,0.9758,0.9979208111763
204,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\160788_103.84722994784893_1.27993196232513_202406_baseheading195.99_viewheading285.99_2.jpg,160788,285.99,0.9869,0.9978838562965393
205,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\138248_103.84964210261917_1.3256144111467028_202406_baseheading115.78_viewheading295.78_3.jpg,138248,295.78,0.9769,0.9978626370429993
206,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\17794_103.84432029077414_1.2778528528840707_202403_baseheading9.59_viewheading279.59_4.jpg,17794,279.59,0.9826,0.9978567957878113
207,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\9718_103.8438873262654_1.2824612040909857_202110_baseheading313.97_viewheading223.97_4.jpg,9718,223.97,0.9788,0.9978446960449219
208,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\135326_103.8438873262654_1.2824612040909857_202110_baseheading313.97_viewheading223.97_4.jpg,135326,223.97,0.9788,0.9978446960449219
209,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162770_103.8438873262654_1.2824612040909857_202110_baseheading313.97_viewheading223.97_4.jpg,162770,223.97,0.9788,0.9978446960449219
210,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162812_103.8438873262654_1.2824612040909857_202110_baseheading313.97_viewheading223.97_4.jpg,162812,223.97,0.9788,0.9978446960449219
211,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\143050_103.84818452382929_1.2872154979663555_202403_baseheading210.81_viewheading300.81_2.jpg,143050,300.81,0.9855,0.9978384375572205
212,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\42022_103.85181034025406_1.323815555228975_202406_baseheading319.51_viewheading319.51_1.jpg,42022,319.51,0.9847,0.9978086352348328
213,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\82362_103.86081477227816_1.3014050472594665_202406_baseheading148.73_viewheading148.73_1.jpg,82362,148.73,0.978,0.9978082776069641
214,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\19417_103.86083758720628_1.3013771376825314_202406_baseheading148.73_viewheading148.73_1.jpg,19417,148.73,0.978,0.9978082776069641
215,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\19418_103.8609960077293_1.3014628723435364_202406_baseheading148.73_viewheading148.73_1.jpg,19418,148.73,0.978,0.9978082776069641
216,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\62986_103.86084128991074_1.3013585737479476_202406_baseheading148.73_viewheading148.73_1.jpg,62986,148.73,0.978,0.9978082776069641
217,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\28859_103.86112557986958_1.3015302235510522_202406_baseheading148.73_viewheading148.73_1.jpg,28859,148.73,0.978,0.9978082776069641
218,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\28858_103.86109973353564_1.3015866436126104_202406_baseheading148.73_viewheading148.73_1.jpg,28858,148.73,0.978,0.9978082776069641
219,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\30832_103.84908631748387_1.28650831388695_202403_baseheading148.72_viewheading328.72_3.jpg,30832,328.72,0.9761,0.9977953433990479
220,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\109698_103.89969220622245_1.3132054144686245_202406_baseheading145.96_viewheading145.96_1.jpg,109698,145.96,0.9798,0.9977697134017944
221,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162771_103.84404558392431_1.2823751152833809_202110_baseheading307.15_viewheading307.15_1.jpg,162771,307.15,0.9811,0.997760534286499
222,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\22216_103.84504842463366_1.2836500412998706_202406_baseheading296.77_viewheading116.77_3.jpg,22216,116.77,0.9859,0.997697651386261
223,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\9536_103.85957006178091_1.3134525745013923_202105_baseheading197.09_viewheading287.09_2.jpg,9536,287.09,0.9776,0.9976881742477417
224,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\21423_103.85957006178091_1.3134525745013923_202105_baseheading197.09_viewheading287.09_2.jpg,21423,287.09,0.9776,0.9976881742477417
225,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\6776_103.85665774834428_1.2985742999577645_202406_baseheading315.41_viewheading315.41_1.jpg,6776,315.41,0.9817,0.9976590871810913
226,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162721_103.84567490202052_1.281785843866018_202406_baseheading34.15_viewheading304.15_4.jpg,162721,304.15,0.9773,0.9976401329040527
227,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159196_103.85390776518426_1.3039817739636523_202406_baseheading307.84_viewheading127.84_3.jpg,159196,127.84,0.99,0.9976280331611633
228,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\43719_103.87710994580863_1.3125991335720477_202404_baseheading161.86_viewheading161.86_1.jpg,43719,161.86,0.9775,0.9976166486740112
229,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\161080_103.87710994580863_1.3125991335720477_202404_baseheading161.86_viewheading161.86_1.jpg,161080,161.86,0.9775,0.9976166486740112
230,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\129984_103.8406738930952_1.292210361690754_202406_baseheading311.35_viewheading131.35_3.jpg,129984,131.35,0.9814,0.9976087808609009
231,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\5724_103.84165225771956_1.2934030586122167_202406_baseheading33.65_viewheading303.65_4.jpg,5724,303.65,0.9859,0.9975873231887817
232,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\106880_103.85014721408133_1.2801973262196897_202403_baseheading120.56_viewheading300.56_3.jpg,106880,300.56,0.9868,0.9975862503051758
233,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\113972_103.84187209218071_1.2803081937267242_202406_baseheading146.43_viewheading326.43_3.jpg,113972,326.43,0.9802,0.9975519776344299
234,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162777_103.84498636298459_1.2818427122095737_202110_baseheading330.29_viewheading330.29_1.jpg,162777,330.29,0.9752,0.9975461363792419
235,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165656_103.84544375501939_1.2814926282016945_202406_baseheading283.70_viewheading103.70_3.jpg,165656,103.7,0.9748,0.9974672794342041
236,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\114676_103.8456550724792_1.2811793597793357_202406_baseheading330.53_viewheading330.53_1.jpg,114676,330.53,0.9796,0.9974302649497986
237,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\4324_103.84769369708643_1.283492911975301_202406_baseheading32.66_viewheading122.66_2.jpg,4324,122.66,0.9854,0.9974289536476135
238,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\163365_103.84666388002643_1.282582020934058_202406_baseheading69.47_viewheading159.47_2.jpg,163365,159.47,0.9862,0.9974192380905151
239,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\6774_103.85689672191488_1.2983045756135339_202403_baseheading316.58_viewheading316.58_1.jpg,6774,316.58,0.9867,0.9974174499511719
240,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\27388_103.84393088422242_1.2836304248895753_202110_baseheading119.16_viewheading299.16_3.jpg,27388,299.16,0.9861,0.9973981380462646
241,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165655_103.84527080816544_1.2815429255794666_202406_baseheading288.96_viewheading288.96_1.jpg,165655,288.96,0.9857,0.9973857998847961
242,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165817_103.85490256116479_1.3085783429927405_202406_baseheading118.38_viewheading298.38_3.jpg,165817,298.38,0.9808,0.9973793029785156
243,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\143048_103.84836506791632_1.287527368808141_202403_baseheading210.63_viewheading300.63_2.jpg,143048,300.63,0.9871,0.9973446726799011
244,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\22214_103.84536275594232_1.283473815825772_202406_baseheading296.74_viewheading116.74_3.jpg,22214,116.74,0.9903,0.9973403811454773
245,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139230_103.84157733181874_1.2789414523382654_202402_baseheading162.86_viewheading342.86_3.jpg,139230,342.86,0.975,0.9973236322402954
246,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\5728_103.84206380952129_1.293994720231527_202406_baseheading29.06_viewheading299.06_4.jpg,5728,299.06,0.9803,0.9973204731941223
247,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\20197_103.85822516099873_1.316531837166639_202406_baseheading122.54_viewheading122.54_1.jpg,20197,122.54,0.9753,0.997306227684021
248,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\143303_103.84938156772472_1.2860371703894689_202403_baseheading146.36_viewheading326.36_3.jpg,143303,326.36,0.9752,0.9972980618476868
249,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\27387_103.8440864594786_1.2835395335424062_202110_baseheading120.64_viewheading300.64_3.jpg,27387,300.64,0.987,0.9972678422927856
250,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\84368_103.8581445413559_1.3081896515731537_202406_baseheading128.01_viewheading128.01_1.jpg,84368,128.01,0.9774,0.9972660541534424
251,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\119570_103.87788011548481_1.311949147688305_202406_baseheading166.65_viewheading166.65_1.jpg,119570,166.65,0.9769,0.9972499012947083
252,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165637_103.84492547476664_1.2777236234822578_202403_baseheading188.52_viewheading98.52_4.jpg,165637,98.52,0.9851,0.99720299243927
253,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\27386_103.8442420654162_1.2834486948715549_202110_baseheading301.42_viewheading121.42_3.jpg,27386,121.42,0.99,0.9971471428871155
254,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\75871_103.90317454498681_1.3083353571613356_202407_baseheading322.77_viewheading322.77_1.jpg,75871,322.77,0.9825,0.9971399307250977
255,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139330_103.84330322648705_1.279409794180075_202406_baseheading89.71_viewheading359.71_4.jpg,139330,359.71,0.9794,0.9971297383308411
256,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\132745_103.84330252755812_1.2794443716717625_202406_baseheading89.71_viewheading359.71_4.jpg,132745,359.71,0.9794,0.9971297383308411
257,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\32156_103.84330252755812_1.2794443716717625_202406_baseheading89.71_viewheading359.71_4.jpg,32156,359.71,0.9794,0.9971297383308411
258,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139627_103.84330252755812_1.2794443716717625_202406_baseheading89.71_viewheading359.71_4.jpg,139627,359.71,0.9794,0.9971297383308411
259,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\17791_103.84441837975021_1.278383406818133_202403_baseheading9.55_viewheading279.55_4.jpg,17791,279.55,0.9782,0.9971182346343994
260,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\75872_103.90306821751263_1.3084808197468532_202407_baseheading323.91_viewheading323.91_1.jpg,75872,323.91,0.9869,0.9971154928207397
261,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\29454_103.85654250747697_1.3096871088713011_202406_baseheading313.66_viewheading313.66_1.jpg,29454,313.66,0.9815,0.9970805048942566
262,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\141496_103.90417704237213_1.305464012135188_202407_baseheading55.37_viewheading325.37_4.jpg,141496,325.37,0.9835,0.9970466494560242
263,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\5494_103.84701203836062_1.2826029768036884_202406_baseheading153.42_viewheading333.42_3.jpg,5494,333.42,0.9825,0.9970192909240723
264,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\150472_103.85647828278115_1.3081963917686843_202403_baseheading303.69_viewheading123.69_3.jpg,150472,123.69,0.9848,0.9970123767852783
265,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165890_103.85647828278115_1.3081963917686843_202403_baseheading303.69_viewheading123.69_3.jpg,165890,123.69,0.9848,0.9970123767852783
266,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165866_103.85647828278115_1.3081963917686843_202403_baseheading303.69_viewheading123.69_3.jpg,165866,123.69,0.9848,0.9970123767852783
267,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165865_103.85648549873602_1.308191382890355_202403_baseheading303.69_viewheading123.69_3.jpg,165865,123.69,0.9848,0.9970123767852783
268,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\132744_103.84330144147329_1.2794979227296912_202406_baseheading178.22_viewheading268.22_2.jpg,132744,268.22,0.9896,0.997000515460968
269,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\3141_103.84249398900683_1.2796555877687215_202402_baseheading236.54_viewheading326.54_2.jpg,3141,326.54,0.9759,0.9969513416290283
270,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165935_103.85632271014615_1.3069279692979971_202406_baseheading212.75_viewheading302.75_2.jpg,165935,302.75,0.9846,0.9969167709350586
271,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165910_103.85632271014615_1.3069279692979971_202406_baseheading212.75_viewheading302.75_2.jpg,165910,302.75,0.9846,0.9969167709350586
272,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165896_103.85632271014615_1.3069279692979971_202406_baseheading212.75_viewheading302.75_2.jpg,165896,302.75,0.9846,0.9969167709350586
273,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159230_103.85397241020985_1.309175828183165_202406_baseheading123.64_viewheading123.64_1.jpg,159230,123.64,0.9835,0.9969143867492676
274,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\100966_103.87655259205184_1.3123637735913516_202406_baseheading343.82_viewheading163.82_3.jpg,100966,163.82,0.9873,0.9968997240066528
275,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\6778_103.85641877475008_1.2988440242810937_202406_baseheading319.67_viewheading319.67_1.jpg,6778,319.67,0.9843,0.9968722462654114
276,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\43920_103.84155072014896_1.2801573762386247_202406_baseheading195.43_viewheading285.43_2.jpg,43920,285.43,0.983,0.9968662858009338
277,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\144934_103.84280966912499_1.2787662979323946_201807_baseheading199.27_viewheading289.27_2.jpg,144934,289.27,0.9829,0.9968504309654236
278,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\17794_103.84432029077414_1.2778528528840707_202403_baseheading9.59_viewheading9.59_1.jpg,17794,9.59,0.9911,0.9968230724334717
279,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\148116_103.90100690248276_1.3134257418798287_202406_baseheading260.33_viewheading170.33_4.jpg,148116,170.33,0.9778,0.996807873249054
280,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\73964_103.90091740344084_1.313676328701109_202406_baseheading260.33_viewheading170.33_4.jpg,73964,170.33,0.9778,0.996807873249054
